reading_id,station,recorded_at,temp_c,humidity,status,battery_pct,placement
336,ALPHA-1,13/03/2025 17:02,,78.0,Offline,46.8,
337,alpha-1,13/03/2025 17:48,16.7,-999,offline,55.8,outdoor
338,CHARLIE-3,2025-03-13 18:13:00,19.5,56.9,Degraded,78.7,Outdoor
339,bravo-2,2025-03-13 19:20:00,22.4,68%,Offline,42.3,Outdoor
340,alpha-1,13/03/2025 20:48,24.0,79.1,DEGRADED,53.7,indoor
341,bravo-2,13/03/2025 22:15,25.0 C,59%,OK,59.2,Outdoor
342,bravo-2,2025-03-13 23:37:00,N/A,26%,Offline,47.5,
343,bravo-2,2025-03-14 00:47:00,8.8 C,68.1,OK,53.1,
344,BRAVO-2,14/03/2025 01:45,9.1,53%,offline,52.1,indoor
345,bravo-2,2025-03-14 02:37:00,16.1,33%,offline,11.8,outdoor
346,CHARLIE-3,2025-03-14 03:56:00,25.6,23%,offline,62.4,Outdoor
347,ALPHA-1,2025-03-14T05:22:00,,27%,ok,39.6,Outdoor
348,DELTA-4,2025-03-14T06:48:00,20.8,44.9,ok,58.7,
349,alpha-1,2025-03-14T07:35:00,18.0,49.4,OK,86.1,indoor
350,BRAVO-2,2025-03-14 08:25:00,12.8,68.5,ok,69.4,outdoor
351,bravo-2,2025-03-14 09:24:00,12.2,41%,Degraded,85.8,indoor
352,BRAVO-2,2025-03-14T10:49:00,20.7 C,84.7,Degraded,12.7,outdoor
353,BRAVO-2,2025-03-14T11:46:00,11.8,43.8,DEGRADED,40.8,outdoor
354,CHARLIE-3,2025-03-14T12:56:00,22.9,-999,ok,84.5,
355,ALPHA-1,2025-03-14 13:39:00,24.4,87%,OK,9.2,
356,bravo-2,2025-03-14T14:52:00,21.9,48.1,DEGRADED,61.1,outdoor
357,DELTA-4,2025-03-14T15:32:00,22.0 C,60%,offline,64.5,Outdoor
358,bravo-2,2025-03-14 16:24:00,30.6,75%,DEGRADED,21.8,Outdoor
359,BRAVO-2,14/03/2025 17:42,10.7,29.8,offline,57.3,indoor
360,BRAVO-2,2025-03-14 18:40:00,26.0,-999,OK,25.0,Outdoor
361,bravo-2,2025-03-14T19:57:00,15.9,84.4,ok,83.6,indoor
362,CHARLIE-3,2025-03-14T21:19:00,16.0,26%,OK,53.1,indoor
363,alpha-1,2025-03-14T22:02:00,21.9,39%,offline,71.8,
364,BRAVO-2,2025-03-14T22:27:00,,32.6,DEGRADED,73.1,Outdoor
365,DELTA-4,2025-03-14 23:28:00,24.4,63.3,Degraded,47.8,
366,CHARLIE-3,2025-03-15 00:38:00,28.4,46%,DEGRADED,82.3,indoor
367,ALPHA-1,2025-03-15 01:27:00,23.5,52.0,offline,21.4,indoor
368,CHARLIE-3,2025-03-15 02:39:00,18.0,62.2,Degraded,14.5,Outdoor
369,ALPHA-1,2025-03-15 03:57:00,N/A,89.8,OK,34.0,outdoor
370,CHARLIE-3,2025-03-15 04:37:00,22.0 C,51%,offline,35.5,Outdoor
371,alpha-1,15/03/2025 06:07,2.7,29.8,OK,25.0,outdoor
372,alpha-1,15/03/2025 07:07,7.9,64.5,OK,83.3,Outdoor
373,CHARLIE-3,15/03/2025 07:41,16.8,69.8,DEGRADED,40.6,indoor
374,bravo-2,2025-03-15 08:34:00,,-999,DEGRADED,29.2,outdoor
375,BRAVO-2,2025-03-15T09:57:00,29.4,-999,ok,32.6,outdoor
376,ALPHA-1,2025-03-15T10:38:00,9.5,61.2,OK,11.0,
377,ALPHA-1,2025-03-15T10:59:00,15.2,52%,Degraded,7.7,Outdoor
378,BRAVO-2,2025-03-15 12:00:00,25.3,76%,Degraded,57.2,indoor
379,BRAVO-2,2025-03-15T13:23:00,6.6,41.0,DEGRADED,39.6,indoor
380,CHARLIE-3,15/03/2025 14:20,12.9,78.8,offline,58.7,outdoor
381,DELTA-4,15/03/2025 15:01,N/A,78.9,Degraded,28.1,Outdoor
382,alpha-1,2025-03-15 15:44:00,16.9,50.8,Degraded,56.3,
383,CHARLIE-3,15/03/2025 16:50,9.0 C,54.4,Degraded,59.7,
384,DELTA-4,2025-03-15 17:34:00,24.6,87.1,OK,23.4,indoor
385,DELTA-4,15/03/2025 19:02,20.4 C,89%,DEGRADED,9.6,outdoor
386,BRAVO-2,2025-03-15 19:50:00,20.9,58%,offline,85.9,
387,alpha-1,2025-03-15T20:41:00,15.6,86.2,ok,62.1,outdoor
388,ALPHA-1,15/03/2025 21:47,12.7 C,88%,DEGRADED,25.9,outdoor
389,DELTA-4,2025-03-15T23:02:00,14.0,57.2,DEGRADED,80.8,
390,CHARLIE-3,15/03/2025 23:49,22.8 C,84%,OK,11.4,
391,ALPHA-1,2025-03-16 01:09:00,3.2,84.3,Degraded,4.9,Outdoor
392,alpha-1,2025-03-16T01:55:00,22.6,33%,Offline,36.4,
393,alpha-1,2025-03-16 03:12:00,10.8,23.4,OK,86.9,outdoor
394,ALPHA-1,16/03/2025 03:42,17.9 C,31%,DEGRADED,61.0,outdoor
395,BRAVO-2,16/03/2025 04:35,5.8,78.4,offline,78.8,indoor
396,CHARLIE-3,2025-03-16 05:21:00,25.3,80%,Offline,36.7,outdoor
397,DELTA-4,2025-03-16 06:27:00,,26%,Offline,84.1,
398,bravo-2,16/03/2025 06:56,15.5,48.7,DEGRADED,7.9,indoor
399,DELTA-4,2025-03-16 07:50:00,17.7,39.3,ok,73.1,
400,alpha-1,16/03/2025 08:31,9.9 C,89%,Offline,82.6,Outdoor
401,DELTA-4,2025-03-16T09:24:00,,57.9,Offline,99.8,Outdoor
402,ALPHA-1,16/03/2025 10:21,10.9,68%,Offline,90.0,Outdoor
403,ALPHA-1,2025-03-16T11:35:00,23.7,-999,OK,66.6,
404,ALPHA-1,2025-03-16T12:35:00,16.4 C,28.1,offline,95.9,indoor
405,DELTA-4,2025-03-16T13:29:00,15.4,44.4,OK,73.5,outdoor
406,ALPHA-1,16/03/2025 13:53,,29%,OK,62.5,Outdoor
407,bravo-2,2025-03-16 14:41:00,7.6,78%,OK,37.8,Outdoor
408,CHARLIE-3,2025-03-16 15:04:00,13.7,73%,OK,42.8,
409,DELTA-4,2025-03-16T16:04:00,8.6,43.4,OK,62.5,outdoor
410,CHARLIE-3,2025-03-16T16:56:00,11.2,89.5,offline,15.3,
411,CHARLIE-3,2025-03-16T18:09:00,12.6,66.7,ok,50.0,indoor
412,ALPHA-1,16/03/2025 19:03,N/A,58%,OK,32.7,
413,DELTA-4,2025-03-16T19:30:00,,31%,DEGRADED,59.1,indoor
414,alpha-1,16/03/2025 20:17,22.0,-999,offline,74.0,outdoor
415,alpha-1,16/03/2025 20:51,13.1,31.8,DEGRADED,16.5,outdoor
416,ALPHA-1,2025-03-16 21:18:00,15.9,-999,Offline,6.7,Outdoor
417,alpha-1,2025-03-16 21:56:00,16.2 C,30.1,DEGRADED,90.7,
418,BRAVO-2,2025-03-16T22:55:00,3.0 C,88.0,OK,47.6,Outdoor
419,bravo-2,17/03/2025 00:18,10.8,26.9,OK,12.2,indoor
420,BRAVO-2,17/03/2025 01:33,13.7,41.2,OK,87.0,outdoor
421,bravo-2,2025-03-17T02:20:00,,75.4,Offline,65.8,outdoor
422,DELTA-4,2025-03-17T03:41:00,22.8 C,95%,Offline,89.5,
423,alpha-1,2025-03-17 05:07:00,18.2,80.5,Offline,55.3,
424,DELTA-4,2025-03-17T05:27:00,19.1 C,86.6,ok,20.0,
425,CHARLIE-3,2025-03-17 06:10:00,N/A,28%,DEGRADED,81.8,outdoor
426,BRAVO-2,17/03/2025 07:01,0.8,31.2,Offline,62.1,indoor
427,BRAVO-2,2025-03-17T07:28:00,9.6,67%,OK,64.0,outdoor
428,BRAVO-2,2025-03-17T08:09:00,19.5,77%,ok,24.5,
429,DELTA-4,2025-03-17T09:22:00,7.5 C,73.8,ok,62.7,Outdoor
430,alpha-1,2025-03-17T10:13:00,,67%,ok,64.8,
431,bravo-2,17/03/2025 11:34,14.2,50.7,Degraded,47.7,outdoor
432,ALPHA-1,2025-03-17 13:04:00,18.0,39%,OK,85.5,indoor
433,BRAVO-2,2025-03-17 14:03:00,23.4,-999,OK,37.1,indoor
434,BRAVO-2,2025-03-17T14:41:00,26.2,59.1,DEGRADED,40.1,Outdoor
435,alpha-1,2025-03-17 15:37:00,29.2,24%,OK,52.5,
436,BRAVO-2,17/03/2025 16:23,16.3,87.1,ok,79.5,indoor
437,CHARLIE-3,2025-03-17T17:35:00,24.8,42%,Degraded,37.9,Outdoor
438,ALPHA-1,2025-03-17 18:26:00,14.1 C,40%,OK,58.6,indoor
439,DELTA-4,17/03/2025 18:57,14.1,-999,offline,25.1,Outdoor
440,alpha-1,17/03/2025 20:10,N/A,54.3,Degraded,76.8,Outdoor
441,ALPHA-1,2025-03-17 20:37:00,30.2 C,55%,OK,43.8,outdoor
442,bravo-2,17/03/2025 21:12,22.8,-999,offline,71.6,Outdoor
443,CHARLIE-3,2025-03-17 21:51:00,18.3,56.2,offline,95.6,
444,CHARLIE-3,2025-03-17 23:14:00,17.8 C,78%,offline,38.1,indoor
445,alpha-1,17/03/2025 23:55,N/A,47%,DEGRADED,35.6,
446,bravo-2,18/03/2025 01:02,N/A,27.6,offline,16.2,
447,BRAVO-2,2025-03-18T02:06:00,N/A,83%,offline,68.5,outdoor
448,bravo-2,2025-03-18 03:27:00,,86.5,offline,20.4,Outdoor
449,alpha-1,2025-03-18T04:46:00,7.4,58.3,Offline,24.6,
450,DELTA-4,2025-03-18 05:36:00,4.1,59.7,ok,80.7,indoor
451,alpha-1,2025-03-18T06:40:00,22.8,47.8,offline,28.3,outdoor
452,ALPHA-1,18/03/2025 07:58,22.4 C,41.1,DEGRADED,62.5,indoor
453,CHARLIE-3,2025-03-18 08:23:00,,32.8,DEGRADED,7.8,Outdoor
454,bravo-2,2025-03-18 09:02:00,24.8,-999,OK,33.1,
455,BRAVO-2,2025-03-18T10:18:00,29.6,66.7,Degraded,25.0,Outdoor
456,alpha-1,2025-03-18T11:16:00,,55.5,ok,71.0,
457,alpha-1,2025-03-18T11:55:00,22.1,85%,Degraded,81.6,indoor
458,BRAVO-2,2025-03-18T12:40:00,,92.3,ok,13.6,outdoor
459,bravo-2,2025-03-18 13:06:00,12.6,53%,offline,13.2,Outdoor
460,ALPHA-1,2025-03-18T14:30:00,20.3,56%,OK,12.9,outdoor
461,ALPHA-1,18/03/2025 15:57,10.0,62.5,Offline,36.5,indoor
462,DELTA-4,18/03/2025 17:05,8.3,33%,OK,95.0,indoor
463,BRAVO-2,18/03/2025 18:24,39.0 C,91.4,Offline,54.2,indoor
464,bravo-2,2025-03-18T18:49:00,26.9 C,84%,Degraded,15.1,outdoor
465,ALPHA-1,18/03/2025 19:17,10.9,76.7,offline,70.0,Outdoor
466,BRAVO-2,2025-03-18T20:37:00,16.6,-999,Offline,58.2,
467,bravo-2,2025-03-18 20:57:00,,51%,DEGRADED,50.5,indoor
468,alpha-1,2025-03-18T21:47:00,14.2 C,75.3,Offline,52.1,indoor
469,alpha-1,2025-03-18 22:08:00,23.7,42%,DEGRADED,19.2,outdoor
470,alpha-1,2025-03-18T23:06:00,,55%,OK,46.3,
471,bravo-2,2025-03-18 23:29:00,16.3,35.3,Offline,13.3,Outdoor
472,DELTA-4,19/03/2025 00:26,10.1,81.4,offline,8.5,Outdoor
473,bravo-2,2025-03-19 00:54:00,16.8,31%,ok,17.7,
474,CHARLIE-3,2025-03-19 01:50:00,29.0,73%,DEGRADED,36.8,
475,alpha-1,19/03/2025 03:01,23.1,92%,ok,78.9,Outdoor
476,CHARLIE-3,2025-03-19T03:51:00,14.7,49.8,DEGRADED,89.3,indoor
477,CHARLIE-3,19/03/2025 04:31,12.7,30.4,Offline,35.8,outdoor
478,bravo-2,2025-03-19 05:06:00,18.4,96%,DEGRADED,31.1,outdoor
479,alpha-1,19/03/2025 05:57,8.9,53.5,Offline,89.4,
480,alpha-1,2025-03-19T06:19:00,13.0,46.8,ok,96.9,
481,DELTA-4,2025-03-19T07:20:00,18.9,51.9,Offline,44.6,
482,DELTA-4,2025-03-19T07:43:00,36.7,93%,OK,58.6,outdoor
483,CHARLIE-3,2025-03-19T08:38:00,8.8,75%,Offline,62.5,indoor
484,alpha-1,2025-03-19 09:25:00,22.4,72%,OK,47.8,indoor
485,CHARLIE-3,2025-03-19 10:18:00,18.2,35%,ok,30.8,outdoor
486,bravo-2,19/03/2025 10:46,9.0,56%,Offline,11.2,outdoor
487,BRAVO-2,2025-03-19 11:50:00,22.5,66%,ok,84.4,outdoor
488,BRAVO-2,2025-03-19T12:53:00,17.4 C,53.2,offline,81.3,outdoor
489,alpha-1,2025-03-19 13:55:00,13.1,22%,offline,58.2,Outdoor
490,CHARLIE-3,2025-03-19 15:07:00,N/A,25%,Degraded,96.4,Outdoor
491,ALPHA-1,19/03/2025 15:50,22.3,40%,DEGRADED,98.9,Outdoor
492,ALPHA-1,2025-03-19 16:28:00,,56%,DEGRADED,57.6,outdoor
493,CHARLIE-3,2025-03-19 17:22:00,N/A,95%,Degraded,53.8,
494,CHARLIE-3,19/03/2025 18:07,N/A,59.3,offline,78.6,
495,alpha-1,2025-03-19 19:28:00,,39.6,offline,57.8,outdoor
496,ALPHA-1,2025-03-19 20:02:00,13.4,78%,DEGRADED,69.2,Outdoor
497,alpha-1,19/03/2025 20:35,10.1,85%,offline,51.2,indoor
498,alpha-1,2025-03-19 21:50:00,13.2,58.7,offline,98.9,
499,CHARLIE-3,19/03/2025 22:46,12.6,53.2,offline,54.3,outdoor
500,DELTA-4,20/03/2025 00:03,13.2,61.3,Degraded,49.7,outdoor
501,CHARLIE-3,2025-03-20 00:29:00,19.9,32.7,offline,36.8,
502,CHARLIE-3,2025-03-20T01:01:00,24.4,49.1,ok,7.8,Outdoor
503,DELTA-4,2025-03-20T01:43:00,6.0,35.8,Offline,12.7,outdoor
504,bravo-2,2025-03-20 02:29:00,23.3,47%,ok,54.1,
505,alpha-1,2025-03-20T03:23:00,,23%,Offline,90.1,indoor
506,BRAVO-2,20/03/2025 03:51,21.5 C,68%,ok,29.7,Outdoor
507,DELTA-4,2025-03-20T05:05:00,22.4,55.8,Degraded,81.7,outdoor
508,ALPHA-1,2025-03-20T06:11:00,28.4,88%,offline,43.3,
509,DELTA-4,2025-03-20 06:31:00,18.9,23%,Offline,34.7,
510,DELTA-4,20/03/2025 06:55,14.2,76.8,offline,27.6,outdoor
511,alpha-1,2025-03-20 08:08:00,,55%,Offline,63.9,
512,CHARLIE-3,2025-03-20 08:44:00,14.4,65.8,offline,21.5,Outdoor
513,alpha-1,2025-03-20T09:05:00,8.1,59%,offline,66.2,Outdoor
514,DELTA-4,20/03/2025 10:27,18.7,79.0,DEGRADED,54.2,Outdoor
515,BRAVO-2,2025-03-20 11:54:00,17.2,86.1,ok,22.7,
516,bravo-2,20/03/2025 13:22,30.1,72%,Degraded,58.6,Outdoor
517,bravo-2,2025-03-20 14:22:00,19.5,34%,OK,49.5,
518,BRAVO-2,2025-03-20 15:11:00,16.0 C,85%,DEGRADED,32.8,indoor
519,CHARLIE-3,2025-03-20T15:36:00,17.2 C,27%,Degraded,54.5,Outdoor
520,DELTA-4,20/03/2025 15:56,6.8,93%,ok,38.2,outdoor
521,BRAVO-2,2025-03-20 17:10:00,9.6 C,57%,Offline,56.2,
522,alpha-1,2025-03-20 18:18:00,N/A,67.2,offline,72.0,Outdoor
523,alpha-1,2025-03-20 19:45:00,25.7,84.4,ok,98.0,indoor
524,BRAVO-2,2025-03-20T20:54:00,22.8,43.5,OK,23.1,
525,CHARLIE-3,2025-03-20 22:24:00,20.6,68%,OK,67.1,Outdoor
526,ALPHA-1,20/03/2025 23:27,17.3,36%,Offline,17.0,outdoor
527,CHARLIE-3,2025-03-21T00:26:00,17.0,-999,offline,24.8,outdoor
528,CHARLIE-3,2025-03-21 01:42:00,26.5,35%,Offline,72.3,
529,DELTA-4,21/03/2025 02:23,21.9,44%,DEGRADED,90.0,
530,DELTA-4,2025-03-21 03:12:00,,88.4,ok,86.3,indoor
531,ALPHA-1,21/03/2025 04:30,24.6,64.2,Offline,76.3,
532,bravo-2,2025-03-21 05:41:00,N/A,42%,Degraded,15.7,Outdoor
533,DELTA-4,21/03/2025 06:46,25.7,89.0,ok,42.4,outdoor
534,bravo-2,2025-03-21T08:03:00,23.3,76.9,offline,58.3,Outdoor
535,bravo-2,21/03/2025 08:24,15.6,79.0,DEGRADED,11.3,Outdoor
536,CHARLIE-3,21/03/2025 09:35,11.9,24%,OK,6.1,indoor
537,bravo-2,2025-03-21 10:05:00,,77.3,ok,99.3,indoor
538,bravo-2,2025-03-21T11:18:00,12.1,42.3,Degraded,37.1,outdoor
539,BRAVO-2,21/03/2025 11:49,15.1,70%,Offline,67.3,Outdoor
540,ALPHA-1,2025-03-21 12:18:00,15.4,66.3,Degraded,46.9,Outdoor
541,CHARLIE-3,2025-03-21 13:47:00,14.5,30%,Offline,52.7,Outdoor
542,alpha-1,2025-03-21T14:46:00,20.8,-999,ok,5.8,
543,BRAVO-2,2025-03-21 15:19:00,30.6,21.6,Degraded,36.7,indoor
544,DELTA-4,21/03/2025 16:21,N/A,61%,ok,65.5,
545,CHARLIE-3,2025-03-21 17:37:00,19.7,78%,OK,37.7,Outdoor
546,BRAVO-2,2025-03-21T19:06:00,25.4,49%,OK,18.8,Outdoor
547,DELTA-4,21/03/2025 20:33,7.7,46%,Degraded,82.7,
548,BRAVO-2,21/03/2025 21:38,18.4,43%,Offline,32.4,Outdoor
549,ALPHA-1,2025-03-21T22:02:00,14.4 C,38.0,offline,14.5,outdoor
550,DELTA-4,2025-03-21T22:41:00,N/A,47.6,Degraded,46.9,
551,CHARLIE-3,21/03/2025 23:32,14.7,66.0,Offline,80.5,indoor
552,BRAVO-2,2025-03-22 00:39:00,6.8 C,59%,DEGRADED,75.7,
553,ALPHA-1,2025-03-22T01:49:00,,78%,Offline,4.2,Outdoor
554,CHARLIE-3,22/03/2025 03:09,12.4,81.4,ok,23.6,outdoor
555,DELTA-4,2025-03-22T04:17:00,26.9,83.6,DEGRADED,46.6,Outdoor
556,ALPHA-1,2025-03-22 05:13:00,10.9,73.2,DEGRADED,81.7,Outdoor
557,alpha-1,2025-03-22 05:38:00,24.7,37%,OK,31.6,Outdoor
558,BRAVO-2,22/03/2025 06:06,13.8,27.5,Offline,52.6,outdoor
559,DELTA-4,2025-03-22T07:19:00,11.2,62.7,DEGRADED,11.5,
560,ALPHA-1,2025-03-22 08:00:00,24.7,70.7,Offline,33.3,indoor
561,CHARLIE-3,2025-03-22 09:16:00,23.5,55.5,Degraded,54.4,Outdoor
562,alpha-1,2025-03-22T10:31:00,15.6,75%,offline,32.3,indoor
563,ALPHA-1,2025-03-22T11:45:00,,31%,Offline,67.3,
564,BRAVO-2,22/03/2025 12:29,N/A,29%,ok,7.0,Outdoor
565,bravo-2,2025-03-22 13:01:00,N/A,71.9,Offline,9.9,indoor
566,CHARLIE-3,2025-03-22 13:24:00,11.2 C,26%,ok,92.6,Outdoor
567,CHARLIE-3,22/03/2025 14:36,15.4,92.2,ok,32.7,
568,ALPHA-1,2025-03-22T15:17:00,,44.1,offline,27.6,
569,ALPHA-1,22/03/2025 16:05,20.4,74.4,Degraded,69.3,Outdoor
570,DELTA-4,2025-03-22T16:43:00,,60%,OK,19.6,indoor
571,BRAVO-2,2025-03-22 17:03:00,25.6,27.7,Degraded,32.5,Outdoor
572,CHARLIE-3,2025-03-22T18:32:00,21.6 C,54.5,Degraded,47.1,Outdoor
573,DELTA-4,2025-03-22 19:14:00,29.9,30.5,Degraded,43.1,indoor
574,DELTA-4,2025-03-22 20:05:00,25.6,27%,offline,60.4,indoor
575,alpha-1,2025-03-22T20:42:00,30.6,94.8,DEGRADED,19.3,indoor
576,DELTA-4,22/03/2025 21:05,4.4,76%,DEGRADED,36.1,Outdoor
577,CHARLIE-3,2025-03-22T21:56:00,15.4,73.6,DEGRADED,59.7,Outdoor
578,ALPHA-1,2025-03-22T22:30:00,26.5,88%,OK,79.0,
579,bravo-2,2025-03-22 23:56:00,8.7,59.8,ok,27.9,
580,CHARLIE-3,23/03/2025 01:05,15.3 C,75.1,Degraded,85.8,indoor
581,CHARLIE-3,2025-03-23T01:30:00,21.8,78.7,OK,46.2,Outdoor
582,CHARLIE-3,23/03/2025 02:38,20.9 C,83.4,Offline,88.3,Outdoor
583,bravo-2,2025-03-23T03:32:00,12.1,-999,offline,32.3,Outdoor
584,bravo-2,2025-03-23T04:17:00,18.7,52%,OK,84.8,
585,bravo-2,2025-03-23 05:20:00,23.6 C,54.1,offline,41.1,indoor
586,ALPHA-1,2025-03-23 06:19:00,N/A,23.0,OK,16.9,
587,DELTA-4,23/03/2025 07:35,13.3,33.6,offline,47.7,Outdoor
588,alpha-1,2025-03-23T08:00:00,22.6,58.2,Degraded,91.8,
589,bravo-2,2025-03-23T09:04:00,15.3 C,33%,offline,90.0,
590,alpha-1,2025-03-23 10:25:00,,67%,DEGRADED,85.5,indoor
591,CHARLIE-3,23/03/2025 11:36,15.4,56%,Offline,40.5,outdoor
592,BRAVO-2,2025-03-23T12:45:00,6.8,68.9,Degraded,43.9,
593,bravo-2,2025-03-23 13:33:00,22.5,30%,OK,15.9,Outdoor
594,CHARLIE-3,2025-03-23T15:02:00,25.6,47.2,DEGRADED,29.4,
595,ALPHA-1,2025-03-23T15:55:00,12.0,46.7,DEGRADED,77.1,
596,bravo-2,2025-03-23T17:21:00,21.7,28.4,DEGRADED,29.8,Outdoor
597,ALPHA-1,2025-03-23T18:00:00,23.1,72.8,DEGRADED,4.9,
598,bravo-2,2025-03-23T19:20:00,15.3,37%,offline,9.7,Outdoor
599,alpha-1,2025-03-23T20:11:00,20.4,93%,DEGRADED,14.2,
600,CHARLIE-3,2025-03-23 20:36:00,25.9,64%,Degraded,59.3,Outdoor
